type,pos,dataset,layer,edges,k1,k2,h,batch_size,lr,batchnorm,act,dropout,gpool,epoch,ckpt_epoch,ckpt_epoch_std,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,model_id,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std
dilapos_gnn,False,BZR_MD,edge_sageconv,True,3,3,32,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,203.9,99.293,0.3805,0.0865,12151.0,0.8205,0.1308,0.8086,0.0541,tu_base-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,0.807,0.0556,0.8256,0.079,0.8144,0.0574,0.9035,0.0444
dilapos_gnn,False,BZR_MD,edge_sageconv,True,3,3,32,32,0.01,False,relu,0.0,mean,val_best,424.1,274.7393,0.4324,0.1014,11991.0,0.7316,0.0612,0.778,0.0612,tu_base-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,0.7767,0.0595,0.7971,0.0544,0.7866,0.0564,0.8691,0.059
dilapos_gnn,False,BZR_MD,edge_sageconv,True,3,3,32,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,140.2,192.4068,0.5797,0.0992,12151.0,0.9241,0.1301,0.6518,0.1075,tu_base-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,0.6686,0.1017,0.6886,0.1994,0.652,0.1638,0.7233,0.1318
dilapos_gnn,False,BZR_MD,edge_sageconv,True,3,3,32,32,0.01,False,relu,0.5,mean,val_best,541.2,267.07,0.5028,0.033,11991.0,1.4992,0.4912,0.7441,0.0247,tu_base-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,0.7203,0.024,0.8208,0.0294,0.7668,0.0187,0.8262,0.0285
dilapos_gnn,False,BZR_MD,edge_sageconv,True,3,3,64,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,335.9,193.42,0.4026,0.1014,44727.0,1.0523,0.136,0.8017,0.0558,tu_base-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,0.8026,0.0592,0.8152,0.0623,0.8079,0.0539,0.8901,0.054
dilapos_gnn,False,BZR_MD,edge_sageconv,True,3,3,64,32,0.001,False,relu,0.0,mean,val_best,488.7,278.1076,0.4348,0.099,44407.0,0.9112,0.149,0.7857,0.0569,tu_base-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,0.783,0.065,0.812,0.0885,0.7938,0.06,0.8727,0.0556
dilapos_gnn,False,BZR_MD,edge_sageconv,True,3,3,64,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,314.4,279.5494,0.5207,0.074,44727.0,0.787,0.0404,0.7245,0.0524,tu_base-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,0.7119,0.0412,0.7722,0.0908,0.7393,0.0627,0.8134,0.056
dilapos_gnn,False,BZR_MD,edge_sageconv,True,3,3,64,32,0.001,False,relu,0.5,mean,val_best,355.1,287.1921,0.5462,0.066,44407.0,0.879,0.1043,0.72,0.0467,tu_base-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,0.7117,0.0534,0.7885,0.1254,0.7387,0.06,0.7972,0.0496
dilapos_gnn,False,BZR_MD,edge_sageconv,True,3,3,64,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,252.3,157.4199,0.3418,0.1317,44727.0,0.8314,0.0665,0.8412,0.0787,tu_base-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,0.8378,0.0681,0.8554,0.0894,0.8459,0.0764,0.9136,0.0667
dilapos_gnn,False,BZR_MD,edge_sageconv,True,3,3,64,32,0.01,False,relu,0.0,mean,val_best,367.4,165.0589,0.3871,0.0823,44407.0,0.7824,0.0378,0.8171,0.0521,tu_base-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,0.7981,0.054,0.8665,0.0423,0.8301,0.0426,0.9014,0.0442
dilapos_gnn,False,BZR_MD,edge_sageconv,True,3,3,64,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,115.8,98.921,0.5307,0.0808,44727.0,0.9165,0.0954,0.7188,0.0598,tu_base-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,0.7204,0.0652,0.7417,0.0745,0.7291,0.0595,0.8024,0.0759
dilapos_gnn,False,BZR_MD,edge_sageconv,True,3,3,64,32,0.01,False,relu,0.5,mean,val_best,531.0,273.4685,0.4939,0.0568,44407.0,0.7843,0.0439,0.7543,0.0391,tu_base-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,0.7315,0.0482,0.8297,0.044,0.776,0.0322,0.8374,0.043
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,1,32,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,367.5,286.8412,0.4712,0.1282,2900.0,0.9913,0.1155,0.7753,0.0699,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,0.8052,0.0554,0.7122,0.1365,0.7497,0.0949,0.8489,0.0846
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,1,32,32,0.001,False,relu,0.0,mean,val_best,378.6,312.8518,0.5928,0.0772,2868.0,0.9141,0.0641,0.6634,0.0946,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,0.7052,0.2375,0.4384,0.2368,0.5145,0.2487,0.7264,0.1392
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,1,32,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,309.7,288.8533,0.5991,0.0685,2900.0,1.0387,0.1582,0.6596,0.0804,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,0.6209,0.2137,0.5331,0.2419,0.562,0.2375,0.7126,0.1152
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,1,32,32,0.001,False,relu,0.5,mean,val_best,460.5,328.6172,0.6234,0.0521,2868.0,1.2847,0.2452,0.644,0.0767,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,0.6528,0.0796,0.5542,0.2094,0.5748,0.1919,0.6923,0.1002
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,1,32,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,353.5,265.7955,0.3635,0.1715,2900.0,0.883,0.043,0.8247,0.1033,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,0.8519,0.0866,0.7692,0.1467,0.8065,0.1211,0.8959,0.0994
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,1,32,32,0.01,False,relu,0.0,mean,val_best,312.9,220.3604,0.5087,0.0878,2868.0,1.068,0.0982,0.735,0.0715,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,0.7436,0.0843,0.7148,0.0773,0.726,0.0689,0.8222,0.0744
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,1,32,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,144.9,99.8604,0.5652,0.0447,2900.0,0.8947,0.0523,0.7033,0.0342,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,0.7346,0.0411,0.6221,0.0437,0.6726,0.0337,0.7777,0.0433
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,1,32,32,0.01,False,relu,0.5,mean,val_best,241.2,275.0065,0.6093,0.0501,2868.0,0.8636,0.0281,0.6622,0.0537,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,0.6968,0.0683,0.5948,0.1374,0.6275,0.0651,0.7222,0.0688
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,1,64,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,373.5,243.7069,0.4215,0.1135,9844.0,0.9155,0.0675,0.7979,0.0802,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,0.8486,0.0501,0.7164,0.1593,0.7671,0.1125,0.8846,0.0645
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,1,64,32,0.001,False,relu,0.0,mean,val_best,375.3,279.0663,0.5677,0.065,9780.0,0.9119,0.0609,0.7062,0.053,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,0.742,0.0626,0.62,0.1121,0.6697,0.0734,0.7794,0.0737
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,1,64,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,430.0,300.3072,0.5567,0.0679,9844.0,0.9102,0.0698,0.707,0.065,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,0.7221,0.0639,0.6739,0.095,0.6918,0.0615,0.7777,0.0751
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,1,64,32,0.001,False,relu,0.5,mean,val_best,524.9,297.8551,0.5752,0.0531,9780.0,1.0041,0.1181,0.7029,0.0593,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,0.7554,0.0395,0.5856,0.1528,0.6454,0.1268,0.7747,0.0594
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,1,64,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,431.2,316.5602,0.2965,0.1694,9844.0,0.8699,0.0525,0.8572,0.0982,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,0.8767,0.083,0.8255,0.1397,0.8463,0.1119,0.922,0.0853
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,1,64,32,0.01,False,relu,0.0,mean,val_best,332.8,251.2301,0.5077,0.1084,9780.0,0.9221,0.0595,0.7375,0.0914,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,0.7636,0.0876,0.6755,0.1148,0.7145,0.0972,0.8079,0.1107
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,1,64,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,142.0,166.3995,0.5841,0.0769,9844.0,1.0561,0.1923,0.6564,0.1041,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,0.6563,0.1333,0.6464,0.2378,0.6214,0.1965,0.7288,0.1169
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,1,64,32,0.01,False,relu,0.5,mean,val_best,299.5,212.3315,0.5497,0.0454,9780.0,0.9147,0.0688,0.7144,0.0428,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,0.7446,0.0502,0.651,0.0893,0.689,0.0456,0.7968,0.0434
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,2,32,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,315.9,260.3254,0.4635,0.1299,5238.0,0.9016,0.0342,0.7836,0.078,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,0.8286,0.0544,0.7017,0.1407,0.754,0.105,0.8548,0.0844
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,2,32,32,0.001,False,relu,0.0,mean,val_best,440.3,285.2399,0.5841,0.0612,5174.0,0.9009,0.0423,0.6984,0.0573,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,0.7119,0.0667,0.6615,0.0744,0.6822,0.0524,0.7706,0.0604
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,2,32,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,336.7,314.7517,0.6015,0.0539,5238.0,0.9384,0.0695,0.6634,0.0545,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,0.6865,0.0649,0.6294,0.1375,0.6439,0.0415,0.7332,0.0663
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,2,32,32,0.001,False,relu,0.5,mean,val_best,434.6,307.5286,0.6301,0.0375,5174.0,0.9251,0.0521,0.6395,0.0556,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,0.7009,0.0701,0.4809,0.1784,0.5419,0.1695,0.6961,0.0641
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,2,32,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,343.5,262.7955,0.4114,0.1705,5238.0,0.9291,0.0749,0.7852,0.1181,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,0.8228,0.1152,0.7182,0.1485,0.7636,0.1281,0.8629,0.1238
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,2,32,32,0.01,False,relu,0.0,mean,val_best,366.6,223.3277,0.5649,0.0675,5174.0,0.9486,0.0663,0.7054,0.0545,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,0.7203,0.0647,0.662,0.0928,0.6854,0.0642,0.7702,0.0696
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,2,32,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,276.6,261.4426,0.5536,0.0457,5238.0,0.9497,0.0576,0.7107,0.0391,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,0.7156,0.0428,0.6835,0.0483,0.6983,0.0387,0.7851,0.0451
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,2,32,32,0.01,False,relu,0.5,mean,val_best,171.1,123.7283,0.6161,0.0446,5174.0,0.9139,0.0666,0.6523,0.0726,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,0.6781,0.0901,0.5436,0.1529,0.5926,0.1344,0.7015,0.0999
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,2,64,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,304.2,247.1023,0.412,0.1467,18614.0,0.9435,0.0673,0.7975,0.092,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,0.8283,0.0847,0.7392,0.1236,0.779,0.103,0.8828,0.0904
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,2,64,32,0.001,False,relu,0.0,mean,val_best,542.0,217.0668,0.5302,0.0655,18486.0,0.8782,0.0205,0.737,0.0582,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,0.7522,0.0522,0.7032,0.1448,0.7162,0.0901,0.8209,0.0492
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,2,64,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,269.3,301.1923,0.5956,0.0717,18614.0,0.9215,0.0474,0.6494,0.1014,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,0.6603,0.1016,0.6659,0.1493,0.6491,0.0859,0.7155,0.1252
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,2,64,32,0.001,False,relu,0.5,mean,val_best,248.0,246.8121,0.6365,0.0507,18486.0,0.9233,0.0283,0.6198,0.0713,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,0.6437,0.0994,0.549,0.1652,0.575,0.1076,0.6846,0.0842
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,2,64,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,427.2,213.0177,0.2817,0.1546,18614.0,0.8876,0.0253,0.8798,0.0824,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,0.8893,0.085,0.8618,0.0948,0.8745,0.0874,0.9365,0.0623
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,2,64,32,0.01,False,relu,0.0,mean,val_best,409.1,228.1935,0.5186,0.1045,18486.0,0.8776,0.0277,0.7535,0.0581,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,0.7798,0.0494,0.6948,0.1148,0.7295,0.0832,0.8255,0.0616
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,2,64,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,212.9,136.9587,0.5506,0.0556,18614.0,0.9201,0.0467,0.7099,0.0567,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,0.7327,0.0648,0.667,0.0869,0.6919,0.0519,0.7778,0.0826
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,2,64,32,0.01,False,relu,0.5,mean,val_best,230.4,267.5512,0.6256,0.0439,18486.0,0.8948,0.03,0.6449,0.0511,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,0.6885,0.076,0.5592,0.1434,0.599,0.0699,0.7013,0.0706
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,3,32,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,392.1,365.828,0.4216,0.1771,7576.0,0.928,0.0554,0.7848,0.1101,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,0.831,0.0721,0.6978,0.2111,0.744,0.1518,0.8651,0.1049
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,3,32,32,0.001,False,relu,0.0,mean,val_best,542.7,297.9336,0.5405,0.1008,7480.0,0.9629,0.0688,0.7194,0.084,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,0.8011,0.0735,0.5779,0.181,0.6521,0.1447,0.812,0.0805
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,3,32,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,311.6,332.284,0.604,0.0623,7576.0,0.9397,0.0546,0.6572,0.0606,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,0.6705,0.0604,0.612,0.1378,0.6306,0.08,0.7199,0.0828
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,3,32,32,0.001,False,relu,0.5,mean,val_best,260.1,290.075,0.6588,0.0284,7480.0,0.8892,0.0254,0.6021,0.0579,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,0.5763,0.1975,0.4604,0.203,0.4979,0.1895,0.6375,0.067
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,3,32,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,338.1,324.9355,0.4686,0.1574,7576.0,0.8809,0.0296,0.7555,0.1106,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,0.7726,0.1045,0.7247,0.1377,0.742,0.1116,0.829,0.1104
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,3,32,32,0.01,False,relu,0.0,mean,val_best,205.5,125.1297,0.6018,0.0434,7480.0,0.9297,0.0696,0.6733,0.0517,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,0.6869,0.0661,0.6166,0.0963,0.646,0.0687,0.7378,0.0546
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,3,32,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,249.6,243.9464,0.5632,0.0526,7576.0,0.8965,0.0447,0.7053,0.0488,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,0.7253,0.0444,0.6434,0.0826,0.6796,0.059,0.7721,0.0526
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,3,32,32,0.01,False,relu,0.5,mean,val_best,341.2,223.3794,0.6207,0.0275,7480.0,0.9137,0.0284,0.6461,0.0375,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,0.6714,0.0648,0.6009,0.1366,0.619,0.0469,0.7209,0.0295
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,3,64,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,456.8,311.3046,0.2949,0.1442,27384.0,0.9707,0.088,0.8683,0.0773,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,0.8766,0.0798,0.8507,0.0887,0.8627,0.0811,0.9364,0.0544
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,3,64,32,0.001,False,relu,0.0,mean,val_best,463.6,218.1221,0.5525,0.0668,27192.0,0.9186,0.0734,0.7255,0.0491,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,0.7675,0.0508,0.6329,0.0979,0.6899,0.0676,0.8036,0.0536
dilapos_gnn,False,COX2_MD,edge_sageconv,True,1,3,64,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,289.6,273.9377,0.5876,0.0695,27384.0,0.973,0.0561,0.6741,0.0612,tu_base-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=1-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,0.6865,0.0684,0.6643,0.1393,0.6635,0.0564,0.7365,0.0941
